"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assests/Turtle_Rigs/LeatherBackTurtle/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/LeatherBackTurtle/Material.Material","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/OliveRidleyTurtle/Material_003.Material_003","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/OliveRidleyTurtle/Material_002.Material_002","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/OliveRidleyTurtle/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/LoggerHeadTurtle/Material_003.Material_003","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/LoggerHeadTurtle/Material_002.Material_002","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/LoggerHeadTurtle/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/LoggerHeadTurtle/Material.Material","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/GreenSeaTurtle/Material_003.Material_003","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/GreenSeaTurtle/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Turtle_Rigs/GreenSeaTurtle/Material.Material","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/TubeWorms/Tube_Worm_Base.Tube_Worm_Base","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Eyespot_Yellow.Eyespot_Yellow","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_009.Material_009","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_033.Material_033","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_031.Material_031","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_029.Material_029","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_021.Material_021","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_020.Material_020","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_019.Material_019","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_018.Material_018","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_017.Material_017","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_016.Material_016","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_015.Material_015","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_014.Material_014","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_013.Material_013","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_012.Material_012","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_011.Material_011","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_010.Material_010","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_008.Material_008","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_007.Material_007","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_006.Material_006","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_005.Material_005","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_004.Material_004","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_003.Material_003","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Fish_Materials/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/Material_005.Material_005","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/RedAlgae/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_034.Material_034","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_033.Material_033","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_031.Material_031","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_029.Material_029","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_020.Material_020","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_019.Material_019","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_018.Material_018","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_017.Material_017","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_016.Material_016","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_008.Material_008","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material_003.Material_003","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Reef_Fish/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/PalmTree/Coconut_Light.Coconut_Light","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/PalmTree/CoconutDark.CoconutDark","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Kelp/KelpMat.KelpMat","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var3/Material_003.Material_003","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var3/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var3/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var2/Material_003.Material_003","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var2/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var2/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var1/Material_003.Material_003","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var1/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/AcroporaGlobiceps/var1/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/Material_007.Material_007","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/Material_006.Material_006","0","0","14","1","0.000000","0","0"
"/Game/Assests/Animation/Material_009.Material_009","0","0","26","1","0.000000","0","0"
"/Game/Assests/Animation/Material_007.Material_007","0","0","26","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Logo.Logo","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/3r-sign-reduce-reuse-recycle-icon-symbol-can-use-for-pictogram-.3r-sign-reduce-reuse-recycle-icon-symbol-can-use-for-pictogram-","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_013.Material_013","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_012.Material_012","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_019.Material_019","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_018.Material_018","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/Material_004.Material_004","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/Material_003.Material_003","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Corals/BranchCoral.BranchCoral","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_9.Material_9","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_8.Material_8","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_7.Material_7","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_5.Material_5","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_20.Material_20","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_2.Material_2","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_1.Material_1","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_022.Material_022","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_020.Material_020","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_017.Material_017","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_016.Material_016","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_015.Material_015","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_014.Material_014","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_011.Material_011","0","0","26","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_025.Material_025","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_024.Material_024","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_023.Material_023","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_011.Material_011","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_008.Material_008","0","0","14","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Material_004.Material_004","0","0","14","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_011.Material_011","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_009.Material_009","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_007.Material_007","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_005.Material_005","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_004.Material_004","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_003.Material_003","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_002.Material_002","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Charcter_Rig/Material.Material","0","0","26","1","0.000000","0","0"
"/Game/Assests/Animation/Material_011.Material_011","0","0","26","1","0.000000","0","0"
"/Game/Assests/Animation/Material_005.Material_005","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_016.Material_016","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_003.Material_003","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/ClownFish/ClownFins.ClownFins","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/ClownFish/ClownBlack.ClownBlack","0","0","14","1","0.000000","0","0"
"/Game/Assests/Hazards/BlueRingedOctopus/Eyes.Eyes","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/BlueRingedOctopus/Black.Black","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_010.Material_010","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_009.Material_009","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_008.Material_008","0","0","14","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_007.Material_007","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_005.Material_005","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_004.Material_004","0","0","28","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_003.Material_003","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_002.Material_002","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Meshes/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/Assests/Hazards/LionFish/Orange_Lines.Orange_Lines","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/LionFish/Main.Main","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/LionFish/Eyes.Eyes","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/BlueRingedOctopus/Oct_Main.Oct_Main","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/BlueRingedOctopus/OctLower.OctLower","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/BlueRingedOctopus/OctLightBlue.OctLightBlue","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/BlueRingedOctopus/OctDarkBlue.OctDarkBlue","0","0","26","1","0.000000","0","0"
"/Game/Assests/Hazards/BlueRingedOctopus/Ball.Ball","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Herring/Herring_Mid.Herring_Mid","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Herring/Herring_Dark.Herring_Dark","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Herring/Herring_Base.Herring_Base","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Herring/Eyes.Eyes","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/ClownFish/ClownWhite.ClownWhite","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/ClownFish/ClownBase.ClownBase","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Anchovy/Eyes.Eyes","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Anchovy/AnchMid.AnchMid","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Anchovy/AnchDark.AnchDark","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Anchovy/AnchBase.AnchBase","0","0","14","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Teeth.Teeth","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_028.Material_028","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_027.Material_027","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_025.Material_025","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_024.Material_024","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_023.Material_023","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_022.Material_022","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_002.Material_002","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Fish_Rig/Material.Material","0","0","26","1","0.000000","0","0"
"/Game/Assests/CoolerAssets/Rope.Rope","0","0","14","1","0.000000","0","0"
"/Game/Assests/Animation/Material_004.Material_004","0","0","26","1","0.000000","0","0"
"/Game/Assests/Animation/Material_003.Material_003","0","0","26","1","0.000000","0","0"
"/Game/Assests/Animation/Material_002.Material_002","0","0","26","1","0.000000","0","0"
"/Game/Assests/Animation/Material_001.Material_001","0","0","26","1","0.000000","0","0"
"/Game/Assests/Animation/Material.Material","0","0","26","1","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","785","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","0","0","5","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","22","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","56","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","11","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","74","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
